ID,ECU_SEND_LOCALTIME,EMA_RECEIVE_LOCALTIME,REV1,REV3,ENCLOSURE_TEMP,HOUR_SUB,ECU_NO,OPT_NO,CHANNEL,OUTPUT_VOLTAGE,OUTPUT_CURRENT,OUTPUT_POWER,OUTPUT_ENERGY,INPUT_VOLTAGE,INPUT_CURRENT,INPUT_POWER,INPUT_ENERGY,TYPE,project_id,GroupID
331380,2019-01-15 09:40:20,2019-01-15 09:48:08,20190115,,-100,9,217000000027,611000000647,2,,,,,30.2,0.3,10.7,0.000884,10,SW.JS.021.001,1553
331391,2019-01-15 09:40:20,2019-01-15 09:48:08,20190115,,-100,9,217000000027,611000000662,1,0.0,0.0,0.0,0.0,16.1,0.4,7.1,0.000576,10,SW.JS.021.001,1553
331467,2019-01-15 09:45:20,2019-01-15 09:53:13,20190115,,-100,9,217000000027,611000000338,1,0.0,0.0,0.0,0.0,19.0,0.2,4.9,0.00041,10,SW.JS.021.001,1554
331623,2019-01-15 09:45:20,2019-01-15 09:53:13,20190115,,-100,9,217000000027,611000000730,1,0.0,0.0,0.0,0.0,17.4,0.3,5.9,0.000521,10,SW.JS.021.001,1554
331661,2019-01-15 09:45:20,2019-01-15 09:53:13,20190115,,-100,9,217000000027,611000000816,1,0.0,0.0,0.0,0.0,24.0,0.4,11.6,0.001033,10,SW.JS.021.001,1554
331699,2019-01-15 09:50:20,2019-01-15 09:58:18,20190115,,-100,9,217000000027,611000000355,1,0.0,0.0,0.0,0.0,23.0,0.4,11.4,0.000956,10,SW.JS.021.001,1555
331713,2019-01-15 09:50:20,2019-01-15 09:58:18,20190115,,-100,9,217000000027,611000000398,1,0.0,0.0,0.0,0.0,20.2,0.2,5.8,0.000489,10,SW.JS.021.001,1555
331805,2019-01-15 09:50:20,2019-01-15 09:58:18,20190115,,-100,9,217000000027,611000000724,1,0.0,0.0,0.0,0.0,10.9,0.9,10.8,0.0008789999999999,10,SW.JS.021.001,1555
332007,2019-01-15 09:55:20,2019-01-15 10:03:23,20190115,,-100,9,217000000027,611000000593,1,0.0,0.0,0.0,0.0,24.2,0.1,2.7,0.0002319999999999,10,SW.JS.021.001,1556
332040,2019-01-15 09:55:20,2019-01-15 10:03:23,20190115,,-100,9,217000000027,611000000647,2,,,,,30.6,0.2,8.1,0.000691,10,SW.JS.021.001,1556
332125,2019-01-15 09:55:20,2019-01-15 10:03:23,20190115,,-100,9,217000000027,611000000814,1,0.0,0.0,0.0,0.0,23.8,0.2,6.6,0.000563,10,SW.JS.021.001,1556
332213,2019-01-15 10:00:20,2019-01-15 10:08:29,20190115,,-100,10,217000000027,611000000568,1,0.0,0.0,0.0,0.0,19.0,0.5,10.7,0.000896,10,SW.JS.021.001,1557
332319,2019-01-15 10:00:20,2019-01-15 10:08:29,20190115,,-100,10,217000000027,611000000815,1,0.0,0.0,0.0,0.0,34.6,0.0,0.8,6.7e-05,10,SW.JS.021.001,1557
332320,2019-01-15 10:00:20,2019-01-15 10:08:29,20190115,,-100,10,217000000027,611000000815,2,,,,,29.3,0.0,0.8,7e-05,10,SW.JS.021.001,1557
332563,2019-01-15 10:05:20,2019-01-15 10:13:34,20190115,,-100,10,217000000027,611000000439,1,0.0,0.0,0.0,0.0,23.7,0.4,10.3,0.000886,10,SW.JS.021.001,1558
332495,2019-01-15 10:05:20,2019-01-15 10:13:34,20190115,,-100,10,217000000027,611000000725,1,0.0,0.0,0.0,0.0,27.1,0.0,1.1,9.3e-05,10,SW.JS.021.001,1558
332539,2019-01-15 10:05:20,2019-01-15 10:13:34,20190115,,-100,10,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.2,0.0,0.8,6.8e-05,10,SW.JS.021.001,1558
332605,2019-01-15 10:10:20,2019-01-15 10:18:40,20190115,,-100,10,217000000027,611000000430,1,0.0,0.0,0.0,0.0,31.0,0.1,4.8,0.000407,10,SW.JS.021.001,1559
332606,2019-01-15 10:10:20,2019-01-15 10:18:40,20190115,,-100,10,217000000027,611000000430,2,,,,,31.7,0.1,4.9,0.000412,10,SW.JS.021.001,1559
332715,2019-01-15 10:10:20,2019-01-15 10:18:40,20190115,,-100,10,217000000027,611000000725,1,0.0,0.0,0.0,0.0,26.9,0.6,16.3,0.001324,10,SW.JS.021.001,1559
332935,2019-01-15 10:15:20,2019-01-15 10:23:45,20190115,,-100,10,217000000027,611000000725,1,0.0,0.0,0.0,0.0,17.4,0.8,14.1,0.001166,10,SW.JS.021.001,1560
332979,2019-01-15 10:15:20,2019-01-15 10:23:45,20190115,,-100,10,217000000027,611000000815,1,0.0,0.0,0.0,0.0,34.4,0.2,7.9,0.000674,10,SW.JS.021.001,1560
332980,2019-01-15 10:15:20,2019-01-15 10:23:45,20190115,,-100,10,217000000027,611000000815,2,,,,,32.7,0.2,8.3,0.000711,10,SW.JS.021.001,1560
333045,2019-01-15 10:20:20,2019-01-15 10:28:51,20190115,,-100,10,217000000027,611000000430,1,0.0,0.0,0.0,0.0,34.6,0.0,2.3,0.000196,10,SW.JS.021.001,1561
333046,2019-01-15 10:20:20,2019-01-15 10:28:51,20190115,,-100,10,217000000027,611000000430,2,,,,,29.6,0.0,2.3,0.000198,10,SW.JS.021.001,1561
333224,2019-01-15 10:20:20,2019-01-15 10:28:51,20190115,,-100,10,217000000027,611000000439,2,,,,,28.3,0.0,0.1,1.5e-05,10,SW.JS.021.001,1561
333285,2019-01-15 10:25:20,2019-01-15 10:33:56,20190115,,-100,10,217000000027,611000000475,1,0.0,0.0,0.0,0.0,22.0,0.5,12.0,0.000967,10,SW.JS.021.001,1562
333365,2019-01-15 10:25:20,2019-01-15 10:33:56,20190115,,-100,10,217000000027,611000000654,1,0.0,0.0,0.0,0.0,23.1,0.2,5.0,0.000395,10,SW.JS.021.001,1562
333435,2019-01-15 10:25:20,2019-01-15 10:33:56,20190115,,-100,10,217000000027,611000000839,1,0.0,0.0,0.0,0.0,24.0,0.4,9.7,0.000763,10,SW.JS.021.001,1562
333481,2019-01-15 10:30:20,2019-01-15 10:39:02,20190115,,-100,10,217000000027,611000000421,1,0.0,0.0,0.0,0.0,21.8,0.1,2.9,0.00025,10,SW.JS.021.001,1563
333633,2019-01-15 10:30:20,2019-01-15 10:39:02,20190115,,-100,10,217000000027,611000000807,1,0.0,0.0,0.0,0.0,14.3,0.1,2.5,0.000217,10,SW.JS.021.001,1563
333640,2019-01-15 10:30:20,2019-01-15 10:39:02,20190115,,-100,10,217000000027,611000000815,2,,,,,28.0,0.0,0.0,5e-06,10,SW.JS.021.001,1563
333683,2019-01-15 10:35:20,2019-01-15 10:44:07,20190115,,-100,10,217000000027,611000000363,1,0.0,0.0,0.0,0.0,22.7,0.6,15.2,0.001258,10,SW.JS.021.001,1564
333701,2019-01-15 10:35:20,2019-01-15 10:44:07,20190115,,-100,10,217000000027,611000000421,1,0.0,0.0,0.0,0.0,34.6,0.1,6.6,0.000553,10,SW.JS.021.001,1564
333753,2019-01-15 10:35:20,2019-01-15 10:44:07,20190115,,-100,10,217000000027,611000000568,1,0.0,0.0,0.0,0.0,14.1,0.7,10.7,0.000883,10,SW.JS.021.001,1564
333925,2019-01-15 10:40:20,2019-01-15 10:44:13,20190115,,-100,10,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.0,0.0,1.8,0.000159,10,SW.JS.021.001,1565
333973,2019-01-15 10:40:20,2019-01-15 10:44:13,20190115,,-100,10,217000000027,611000000568,1,0.0,0.0,0.0,0.0,19.7,0.8,16.1,0.001385,10,SW.JS.021.001,1565
334079,2019-01-15 10:40:20,2019-01-15 10:44:13,20190115,,-100,10,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.5,0.0,2.0,0.000167,10,SW.JS.021.001,1565
334145,2019-01-15 10:45:20,2019-01-15 10:49:19,20190115,,-100,10,217000000027,611000000430,1,0.0,0.0,0.0,0.0,30.7,0.8,27.5,0.00229,10,SW.JS.021.001,1566
334146,2019-01-15 10:45:20,2019-01-15 10:49:19,20190115,,-100,10,217000000027,611000000430,2,,,,,31.5,0.9,28.4,0.002362,10,SW.JS.021.001,1566
334326,2019-01-15 10:45:20,2019-01-15 10:49:19,20190115,,-100,10,217000000027,611000000814,2,,,,,31.5,1.8,58.6,0.004886,10,SW.JS.021.001,1566
334543,2019-01-15 10:50:20,2019-01-15 10:54:24,20190115,,-100,10,217000000027,611000000439,1,0.0,0.0,0.0,0.0,24.4,4.2,103.4,0.008706,10,SW.JS.021.001,1567
334403,2019-01-15 10:50:20,2019-01-15 10:54:24,20190115,,-100,10,217000000027,611000000555,1,0.0,0.0,0.0,0.0,37.3,1.8,70.1,0.0057469999999999,10,SW.JS.021.001,1567
334404,2019-01-15 10:50:20,2019-01-15 10:54:24,20190115,,-100,10,217000000027,611000000555,2,,,,,33.0,2.2,75.1,0.006157,10,SW.JS.021.001,1567
334763,2019-01-15 10:55:20,2019-01-15 10:59:30,20190115,,-100,10,217000000027,611000000439,1,0.0,0.0,0.0,0.0,28.1,3.0,84.7,0.007107,10,SW.JS.021.001,1568
334636,2019-01-15 10:55:20,2019-01-15 10:59:30,20190115,,-100,10,217000000027,611000000575,2,,,,,25.6,3.9,101.9,0.009844,10,SW.JS.021.001,1568
334707,2019-01-15 10:55:20,2019-01-15 10:59:30,20190115,,-100,10,217000000027,611000000734,1,0.0,0.0,0.0,0.0,25.9,4.3,112.0,0.009553,10,SW.JS.021.001,1568
334983,2019-01-15 11:00:20,2019-01-15 11:04:35,20190115,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,36.0,0.5,18.3,0.0015689999999999,10,SW.JS.021.001,1569
334984,2019-01-15 11:00:20,2019-01-15 11:04:35,20190115,,-100,11,217000000027,611000000439,2,,,,,30.2,0.6,19.3,0.001655,10,SW.JS.021.001,1569
334959,2019-01-15 11:00:20,2019-01-15 11:04:35,20190115,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.9,0.7,27.1,0.002312,10,SW.JS.021.001,1569
335203,2019-01-15 11:05:20,2019-01-15 11:09:42,20190115,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.7,0.0,0.5,4.1e-05,10,SW.JS.021.001,1570
335204,2019-01-15 11:05:20,2019-01-15 11:09:42,20190115,,-100,11,217000000027,611000000439,2,,,,,30.2,0.0,0.4,3.3e-05,10,SW.JS.021.001,1570
335423,2019-01-15 11:10:20,2019-01-15 11:14:48,20190115,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,36.1,0.7,26.2,0.002165,10,SW.JS.021.001,1571
335307,2019-01-15 11:10:20,2019-01-15 11:14:48,20190115,,-100,11,217000000027,611000000593,1,0.0,0.0,0.0,0.0,26.1,0.9,26.0,0.002195,10,SW.JS.021.001,1571
335399,2019-01-15 11:10:20,2019-01-15 11:14:48,20190115,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,36.0,0.7,25.4,0.0021,10,SW.JS.021.001,1571
335527,2019-01-15 11:15:20,2019-01-15 11:19:53,20190115,,-100,11,217000000027,611000000593,1,0.0,0.0,0.0,0.0,29.4,1.6,47.5,0.003858,10,SW.JS.021.001,1572
335528,2019-01-15 11:15:20,2019-01-15 11:19:53,20190115,,-100,11,217000000027,611000000593,2,,,,,31.2,1.6,51.0,0.004141,10,SW.JS.021.001,1572
335619,2019-01-15 11:15:20,2019-01-15 11:19:53,20190115,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,21.9,2.8,63.4,0.0052689999999999,10,SW.JS.021.001,1572
335807,2019-01-15 11:20:20,2019-01-15 11:25:00,20190115,,-100,11,217000000027,611000000734,1,0.0,0.0,0.0,0.0,36.0,1.9,70.5,0.005978,10,SW.JS.021.001,1573
335853,2019-01-15 11:20:20,2019-01-15 11:25:00,20190115,,-100,11,217000000027,611000000838,1,0.0,0.0,0.0,0.0,30.6,2.1,66.2,0.005614,10,SW.JS.021.001,1573
335854,2019-01-15 11:20:20,2019-01-15 11:25:00,20190115,,-100,11,217000000027,611000000838,2,,,,,31.2,2.2,71.3,0.006042,10,SW.JS.021.001,1573
335875,2019-01-15 11:25:20,2019-01-15 11:30:05,20190115,,-100,11,217000000027,611000000349,1,0.0,0.0,0.0,0.0,31.1,2.6,83.1,0.006881,10,SW.JS.021.001,1574
336027,2019-01-15 11:25:20,2019-01-15 11:30:05,20190115,,-100,11,217000000027,611000000734,1,0.0,0.0,0.0,0.0,29.4,2.9,85.9,0.007188,10,SW.JS.021.001,1574
336086,2019-01-15 11:25:20,2019-01-15 11:30:05,20190115,,-100,11,217000000027,611000000814,2,,,,,31.2,3.2,100.7,0.008426,10,SW.JS.021.001,1574
336108,2019-01-15 11:30:20,2019-01-15 11:35:12,20190115,,-100,11,217000000027,611000000375,2,,,,,31.4,3.1,98.9,0.008298,10,SW.JS.021.001,1575
336303,2019-01-15 11:30:20,2019-01-15 11:35:12,20190115,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,23.3,3.1,74.0,0.006501,10,SW.JS.021.001,1575
336279,2019-01-15 11:30:20,2019-01-15 11:35:12,20190115,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,26.7,2.8,76.1,0.006644,10,SW.JS.021.001,1575
336523,2019-01-15 11:35:20,2019-01-15 11:40:17,20190115,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,30.2,1.3,41.8,0.003274,10,SW.JS.021.001,1576
336499,2019-01-15 11:35:20,2019-01-15 11:40:17,20190115,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,30.6,1.3,42.7,0.003345,10,SW.JS.021.001,1576
336513,2019-01-15 11:35:20,2019-01-15 11:40:17,20190115,,-100,11,217000000027,611000000838,1,0.0,0.0,0.0,0.0,28.5,1.6,46.1,0.0036,10,SW.JS.021.001,1576
336603,2019-01-15 11:40:20,2019-01-15 11:45:24,20190115,,-100,11,217000000027,611000000555,1,0.0,0.0,0.0,0.0,25.1,1.9,47.7,0.00399,10,SW.JS.021.001,1577
336687,2019-01-15 11:40:20,2019-01-15 11:45:24,20190115,,-100,11,217000000027,611000000734,1,0.0,0.0,0.0,0.0,24.9,1.8,46.8,0.003972,10,SW.JS.021.001,1577
336719,2019-01-15 11:40:20,2019-01-15 11:45:24,20190115,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,30.6,1.4,45.0,0.003701,10,SW.JS.021.001,1577
336755,2019-01-15 11:45:20,2019-01-15 11:50:31,20190115,,-100,11,217000000027,611000000349,1,0.0,0.0,0.0,0.0,30.6,1.6,52.0,0.00441,10,SW.JS.021.001,1578
336963,2019-01-15 11:45:20,2019-01-15 11:50:31,20190115,,-100,11,217000000027,611000000814,1,0.0,0.0,0.0,0.0,29.7,2.1,62.8,0.005588,10,SW.JS.021.001,1578
336964,2019-01-15 11:45:20,2019-01-15 11:50:31,20190115,,-100,11,217000000027,611000000814,2,,,,,30.6,2.1,64.5,0.005741,10,SW.JS.021.001,1578
336987,2019-01-15 11:50:20,2019-01-15 11:55:36,20190115,,-100,11,217000000027,611000000383,1,0.0,0.0,0.0,0.0,31.3,1.9,60.8,0.010123,10,SW.JS.021.001,1579
336988,2019-01-15 11:50:20,2019-01-15 11:55:36,20190115,,-100,11,217000000027,611000000383,2,,,,,31.5,1.9,61.2,0.010195,10,SW.JS.021.001,1579
337003,2019-01-15 11:50:20,2019-01-15 11:55:36,20190115,,-100,11,217000000027,611000000430,1,0.0,0.0,0.0,0.0,28.7,2.2,63.5,0.005117,10,SW.JS.021.001,1579
337333,2019-01-15 11:55:20,2019-01-15 12:00:43,20190115,,-100,11,217000000027,611000000725,1,0.0,0.0,0.0,0.0,29.6,1.7,51.7,0.00433,10,SW.JS.021.001,1580
337358,2019-01-15 11:55:20,2019-01-15 12:00:43,20190115,,-100,11,217000000027,611000000784,2,,,,,32.2,1.7,56.6,0.00475,10,SW.JS.021.001,1580
337377,2019-01-15 11:55:20,2019-01-15 12:00:43,20190115,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,29.8,1.8,53.7,0.004527,10,SW.JS.021.001,1580
337553,2019-01-15 12:00:20,2019-01-15 12:05:49,20190115,,-100,12,217000000027,611000000725,1,0.0,0.0,0.0,0.0,20.1,2.2,45.9,0.003727,10,SW.JS.021.001,1581
337597,2019-01-15 12:00:20,2019-01-15 12:05:49,20190115,,-100,12,217000000027,611000000815,1,0.0,0.0,0.0,0.0,28.5,1.6,47.3,0.0037909999999999,10,SW.JS.021.001,1581
337611,2019-01-15 12:00:20,2019-01-15 12:05:49,20190115,,-100,12,217000000027,611000000838,1,0.0,0.0,0.0,0.0,29.0,1.6,49.2,0.0039369999999999,10,SW.JS.021.001,1581
337773,2019-01-15 12:05:20,2019-01-15 12:10:56,20190115,,-100,12,217000000027,611000000725,1,0.0,0.0,0.0,0.0,28.3,1.7,49.8,0.004334,10,SW.JS.021.001,1582
337843,2019-01-15 12:05:20,2019-01-15 12:10:56,20190115,,-100,12,217000000027,611000000814,1,0.0,0.0,0.0,0.0,28.3,2.0,58.0,0.004949,10,SW.JS.021.001,1582
337844,2019-01-15 12:05:20,2019-01-15 12:10:56,20190115,,-100,12,217000000027,611000000814,2,,,,,29.8,2.0,60.0,0.005117,10,SW.JS.021.001,1582
337850,2019-01-15 12:10:20,2019-01-15 12:16:03,20190115,,-100,12,217000000027,611000000342,2,,,,,31.7,1.8,59.4,0.004956,10,SW.JS.021.001,1583
337993,2019-01-15 12:10:20,2019-01-15 12:16:03,20190115,,-100,12,217000000027,611000000725,1,0.0,0.0,0.0,0.0,31.1,1.8,59.0,0.004659,10,SW.JS.021.001,1583
338064,2019-01-15 12:10:20,2019-01-15 12:16:03,20190115,,-100,12,217000000027,611000000814,2,,,,,30.9,2.1,67.9,0.005627,10,SW.JS.021.001,1583
338143,2019-01-15 12:15:20,2019-01-15 12:21:10,20190115,,-100,12,217000000027,611000000556,1,0.0,0.0,0.0,0.0,30.6,2.0,63.8,0.005554,10,SW.JS.021.001,1584
338236,2019-01-15 12:15:20,2019-01-15 12:21:10,20190115,,-100,12,217000000027,611000000784,2,,,,,33.1,2.0,66.5,0.006122,10,SW.JS.021.001,1584
338255,2019-01-15 12:15:20,2019-01-15 12:21:10,20190115,,-100,12,217000000027,611000000815,1,0.0,0.0,0.0,0.0,30.3,2.0,62.4,0.00572,10,SW.JS.021.001,1584
338375,2019-01-15 12:20:20,2019-01-15 12:26:16,20190115,,-100,12,217000000027,611000000588,1,0.0,0.0,0.0,0.0,31.0,2.3,73.7,0.012537,10,SW.JS.021.001,1585
338376,2019-01-15 12:20:20,2019-01-15 12:26:16,20190115,,-100,12,217000000027,611000000588,2,,,,,31.0,2.3,73.7,0.012529,10,SW.JS.021.001,1585
338495,2019-01-15 12:20:20,2019-01-15 12:26:16,20190115,,-100,12,217000000027,611000000844,1,0.0,0.0,0.0,0.0,31.4,1.9,60.8,0.004682,10,SW.JS.021.001,1585
338524,2019-01-15 12:25:20,2019-01-15 12:36:22,20190115,,-100,12,217000000027,611000000375,2,,,,,31.4,2.4,75.6,0.006265,10,SW.JS.021.001,1586
338719,2019-01-15 12:25:20,2019-01-15 12:36:22,20190115,,-100,12,217000000027,611000000439,1,0.0,0.0,0.0,0.0,29.3,2.1,63.3,0.005248,10,SW.JS.021.001,1586
338603,2019-01-15 12:25:20,2019-01-15 12:36:22,20190115,,-100,12,217000000027,611000000593,1,0.0,0.0,0.0,0.0,28.7,2.3,66.6,0.005441,10,SW.JS.021.001,1586
338748,2019-01-15 12:30:20,2019-01-15 12:36:29,20190115,,-100,12,217000000027,611000000393,2,,,,,31.2,1.3,43.1,0.0035369999999999,10,SW.JS.021.001,1587
338871,2019-01-15 12:30:20,2019-01-15 12:36:29,20190115,,-100,12,217000000027,611000000725,1,0.0,0.0,0.0,0.0,27.4,1.9,53.3,0.00439,10,SW.JS.021.001,1587
338915,2019-01-15 12:30:20,2019-01-15 12:36:29,20190115,,-100,12,217000000027,611000000815,1,0.0,0.0,0.0,0.0,29.7,1.7,51.4,0.004384,10,SW.JS.021.001,1587
338953,2019-01-15 12:35:20,2019-01-15 12:41:35,20190115,,-100,12,217000000027,611000000350,1,0.0,0.0,0.0,0.0,29.0,1.7,49.8,0.004097,10,SW.JS.021.001,1588
339115,2019-01-15 12:35:20,2019-01-15 12:41:35,20190115,,-100,12,217000000027,611000000784,1,0.0,0.0,0.0,0.0,31.1,1.4,46.4,0.004027,10,SW.JS.021.001,1588
339116,2019-01-15 12:35:20,2019-01-15 12:41:35,20190115,,-100,12,217000000027,611000000784,2,,,,,32.0,1.4,47.4,0.004114,10,SW.JS.021.001,1588
339184,2019-01-15 12:40:20,2019-01-15 12:46:42,20190115,,-100,12,217000000027,611000000375,2,,,,,31.2,1.6,50.8,0.004168,10,SW.JS.021.001,1589
339379,2019-01-15 12:40:20,2019-01-15 12:46:42,20190115,,-100,12,217000000027,611000000439,1,0.0,0.0,0.0,0.0,29.8,1.4,43.4,0.00346,10,SW.JS.021.001,1589
339355,2019-01-15 12:40:20,2019-01-15 12:46:42,20190115,,-100,12,217000000027,611000000815,1,0.0,0.0,0.0,0.0,27.8,1.5,43.3,0.003539,10,SW.JS.021.001,1589
339417,2019-01-15 12:45:20,2019-01-15 12:51:49,20190115,,-100,12,217000000027,611000000421,1,0.0,0.0,0.0,0.0,27.7,1.6,46.1,0.003806,10,SW.JS.021.001,1590
339483,2019-01-15 12:45:20,2019-01-15 12:51:49,20190115,,-100,12,217000000027,611000000593,1,0.0,0.0,0.0,0.0,30.1,1.4,43.4,0.003426,10,SW.JS.021.001,1590
339592,2019-01-15 12:45:20,2019-01-15 12:51:49,20190115,,-100,12,217000000027,611000000839,2,,,,,31.9,1.5,50.8,0.004234,10,SW.JS.021.001,1590
339751,2019-01-15 12:50:20,2019-01-15 12:56:56,20190115,,-100,12,217000000027,611000000725,1,0.0,0.0,0.0,0.0,29.4,1.6,49.5,0.004187,10,SW.JS.021.001,1591
339795,2019-01-15 12:50:20,2019-01-15 12:56:56,20190115,,-100,12,217000000027,611000000815,1,0.0,0.0,0.0,0.0,24.1,2.0,49.3,0.003958,10,SW.JS.021.001,1591
339809,2019-01-15 12:50:20,2019-01-15 12:56:56,20190115,,-100,12,217000000027,611000000838,1,0.0,0.0,0.0,0.0,29.8,1.6,50.5,0.0040149999999999,10,SW.JS.021.001,1591
340039,2019-01-15 12:55:20,2019-01-15 13:02:03,20190115,,-100,12,217000000027,611000000439,1,0.0,0.0,0.0,0.0,29.1,1.4,42.6,0.0035789999999999,10,SW.JS.021.001,1592
339921,2019-01-15 12:55:20,2019-01-15 13:02:03,20190115,,-100,12,217000000027,611000000591,1,0.0,0.0,0.0,0.0,27.4,1.7,47.7,0.004057,10,SW.JS.021.001,1592
339963,2019-01-15 12:55:20,2019-01-15 13:02:03,20190115,,-100,12,217000000027,611000000658,1,0.0,0.0,0.0,0.0,26.9,1.7,47.4,0.003996,10,SW.JS.021.001,1592
340191,2019-01-15 13:00:20,2019-01-15 13:07:09,20190115,,-100,13,217000000027,611000000725,1,0.0,0.0,0.0,0.0,35.8,1.1,39.5,0.003271,10,SW.JS.021.001,1593
340235,2019-01-15 13:00:20,2019-01-15 13:07:09,20190115,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.6,0.1,6.7,0.000565,10,SW.JS.021.001,1593
340236,2019-01-15 13:00:20,2019-01-15 13:07:09,20190115,,-100,13,217000000027,611000000815,2,,,,,30.2,0.2,7.2,0.000603,10,SW.JS.021.001,1593
340363,2019-01-15 13:05:20,2019-01-15 13:12:17,20190115,,-100,13,217000000027,611000000593,1,0.0,0.0,0.0,0.0,29.0,0.3,11.3,0.000939,10,SW.JS.021.001,1594
340364,2019-01-15 13:05:20,2019-01-15 13:12:17,20190115,,-100,13,217000000027,611000000593,2,,,,,30.9,0.3,12.0,0.001001,10,SW.JS.021.001,1594
340411,2019-01-15 13:05:20,2019-01-15 13:12:17,20190115,,-100,13,217000000027,611000000725,1,0.0,0.0,0.0,0.0,28.7,1.1,33.7,0.002786,10,SW.JS.021.001,1594
340490,2019-01-15 13:10:20,2019-01-15 13:17:23,20190115,,-100,13,217000000027,611000000345,2,,,,,30.4,1.2,37.1,0.003092,10,SW.JS.021.001,1595
340631,2019-01-15 13:10:20,2019-01-15 13:17:23,20190115,,-100,13,217000000027,611000000725,1,0.0,0.0,0.0,0.0,26.0,0.9,25.9,0.002173,10,SW.JS.021.001,1595
340675,2019-01-15 13:10:20,2019-01-15 13:17:23,20190115,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,34.8,0.6,24.2,0.001947,10,SW.JS.021.001,1595
340919,2019-01-15 13:15:20,2019-01-15 13:22:31,20190115,,-100,13,217000000027,611000000439,1,0.0,0.0,0.0,0.0,34.8,0.3,12.5,0.001059,10,SW.JS.021.001,1596
340895,2019-01-15 13:15:20,2019-01-15 13:22:31,20190115,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,34.6,0.1,4.0,0.000338,10,SW.JS.021.001,1596
340896,2019-01-15 13:15:20,2019-01-15 13:22:31,20190115,,-100,13,217000000027,611000000815,2,,,,,29.8,0.1,4.3,0.000359,10,SW.JS.021.001,1596
341017,2019-01-15 13:20:20,2019-01-15 13:27:38,20190115,,-100,13,217000000027,611000000589,1,0.0,0.0,0.0,0.0,20.8,0.9,20.5,0.001777,10,SW.JS.021.001,1597
341115,2019-01-15 13:20:20,2019-01-15 13:27:38,20190115,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,34.8,0.0,0.5,4.3e-05,10,SW.JS.021.001,1597
341116,2019-01-15 13:20:20,2019-01-15 13:27:38,20190115,,-100,13,217000000027,611000000815,2,,,,,29.4,0.0,0.4,4.1e-05,10,SW.JS.021.001,1597
341243,2019-01-15 13:25:20,2019-01-15 13:32:46,20190115,,-100,13,217000000027,611000000593,1,0.0,0.0,0.0,0.0,29.0,0.5,17.1,0.001373,10,SW.JS.021.001,1598
341244,2019-01-15 13:25:20,2019-01-15 13:32:46,20190115,,-100,13,217000000027,611000000593,2,,,,,30.9,0.5,18.2,0.001467,10,SW.JS.021.001,1598
341362,2019-01-15 13:25:20,2019-01-15 13:32:46,20190115,,-100,13,217000000027,611000000814,2,,,,,30.2,0.9,27.7,0.002428,10,SW.JS.021.001,1598
341579,2019-01-15 13:30:20,2019-01-15 13:37:54,20190115,,-100,13,217000000027,611000000439,1,0.0,0.0,0.0,0.0,26.0,0.7,19.2,0.0016,10,SW.JS.021.001,1599
341463,2019-01-15 13:30:20,2019-01-15 13:37:54,20190115,,-100,13,217000000027,611000000593,1,0.0,0.0,0.0,0.0,25.0,1.0,25.7,0.002222,10,SW.JS.021.001,1599
341555,2019-01-15 13:30:20,2019-01-15 13:37:54,20190115,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.2,0.5,18.5,0.001575,10,SW.JS.021.001,1599
341731,2019-01-15 13:35:20,2019-01-15 13:43:04,20190115,,-100,13,217000000027,611000000725,1,0.0,0.0,0.0,0.0,35.6,0.6,24.9,0.002002,10,SW.JS.021.001,1600
341775,2019-01-15 13:35:20,2019-01-15 13:43:04,20190115,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.2,0.0,0.4,3.8e-05,10,SW.JS.021.001,1600
341951,2019-01-15 13:40:20,2019-01-15 13:48:11,20190115,,-100,13,217000000027,611000000725,1,0.0,0.0,0.0,0.0,35.3,0.6,23.9,0.002085,10,SW.JS.021.001,1601
341995,2019-01-15 13:40:20,2019-01-15 13:48:11,20190115,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.0,0.0,0.5,5e-05,10,SW.JS.021.001,1601
