ID,ECU_SEND_LOCALTIME,EMA_RECEIVE_LOCALTIME,REV1,REV3,ENCLOSURE_TEMP,HOUR_SUB,ECU_NO,OPT_NO,CHANNEL,OUTPUT_VOLTAGE,OUTPUT_CURRENT,OUTPUT_POWER,OUTPUT_ENERGY,INPUT_VOLTAGE,INPUT_CURRENT,INPUT_POWER,INPUT_ENERGY,TYPE,project_id,Cluster,GroupID
194853,2019-01-09 10:40:41,2019-01-09 10:44:53,20190109,,-100,10,217000000027,611000000725,1,0.0,0.0,0.0,0.0,35.2,0.3,11.9,0.001051,10,SW.JS.021.001,-1,912
195185,2019-01-09 10:50:41,2019-01-09 10:55:05,20190109,,-100,10,217000000027,611000000431,1,0.0,0.0,0.0,0.0,25.6,1.0,27.0,0.002235,10,SW.JS.021.001,-1,914
195403,2019-01-09 10:55:41,2019-01-09 11:00:10,20190109,,-100,10,217000000027,611000000430,1,0.0,0.0,0.0,0.0,30.6,0.1,3.8,0.000322,10,SW.JS.021.001,-1,915
195404,2019-01-09 10:55:41,2019-01-09 11:00:10,20190109,,-100,10,217000000027,611000000430,2,,,,,31.5,0.1,3.9,0.000329,10,SW.JS.021.001,-1,915
195581,2019-01-09 10:55:41,2019-01-09 11:00:10,20190109,,-100,10,217000000027,611000000439,1,0.0,0.0,0.0,0.0,28.3,0.6,17.3,0.0014529999999999,10,SW.JS.021.001,-1,915
195582,2019-01-09 10:55:41,2019-01-09 11:00:10,20190109,,-100,10,217000000027,611000000439,2,,,,,30.7,0.5,18.3,0.001539,10,SW.JS.021.001,-1,915
195557,2019-01-09 10:55:41,2019-01-09 11:00:10,20190109,,-100,10,217000000027,611000000815,1,0.0,0.0,0.0,0.0,29.3,0.5,16.4,0.001364,10,SW.JS.021.001,-1,915
195558,2019-01-09 10:55:41,2019-01-09 11:00:10,20190109,,-100,10,217000000027,611000000815,2,,,,,30.7,0.5,17.3,0.001432,10,SW.JS.021.001,-1,915
195585,2019-01-09 11:00:41,2019-01-09 11:05:17,20190109,,-100,11,217000000027,611000000338,1,0.0,0.0,0.0,0.0,35.9,0.8,31.8,0.002662,10,SW.JS.021.001,-1,916
195623,2019-01-09 11:00:41,2019-01-09 11:05:17,20190109,,-100,11,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.7,0.6,23.5,0.001967,10,SW.JS.021.001,-1,916
195624,2019-01-09 11:00:41,2019-01-09 11:05:17,20190109,,-100,11,217000000027,611000000430,2,,,,,31.5,0.7,24.5,0.002052,10,SW.JS.021.001,-1,916
195801,2019-01-09 11:00:41,2019-01-09 11:05:17,20190109,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.8,0.1,5.5,0.0004799999999999,10,SW.JS.021.001,-1,916
195802,2019-01-09 11:00:41,2019-01-09 11:05:17,20190109,,-100,11,217000000027,611000000439,2,,,,,30.7,0.1,5.8,0.000504,10,SW.JS.021.001,-1,916
195777,2019-01-09 11:00:41,2019-01-09 11:05:17,20190109,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.8,0.2,8.4,0.000726,10,SW.JS.021.001,-1,916
195778,2019-01-09 11:00:41,2019-01-09 11:05:17,20190109,,-100,11,217000000027,611000000815,2,,,,,30.9,0.2,9.0,0.000775,10,SW.JS.021.001,-1,916
195843,2019-01-09 11:05:41,2019-01-09 11:10:22,20190109,,-100,11,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.9,0.0,1.2,0.000107,10,SW.JS.021.001,-1,917
195844,2019-01-09 11:05:41,2019-01-09 11:10:22,20190109,,-100,11,217000000027,611000000430,2,,,,,31.7,0.0,1.2,0.000103,10,SW.JS.021.001,-1,917
196021,2019-01-09 11:05:41,2019-01-09 11:10:22,20190109,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.8,0.4,15.5,0.001382,10,SW.JS.021.001,-1,917
196022,2019-01-09 11:05:41,2019-01-09 11:10:22,20190109,,-100,11,217000000027,611000000439,2,,,,,32.8,0.4,16.0,0.001426,10,SW.JS.021.001,-1,917
195881,2019-01-09 11:05:41,2019-01-09 11:10:22,20190109,,-100,11,217000000027,611000000555,1,0.0,0.0,0.0,0.0,36.1,0.8,30.6,0.002694,10,SW.JS.021.001,-1,917
195997,2019-01-09 11:05:41,2019-01-09 11:10:22,20190109,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,29.5,0.3,10.3,0.000923,10,SW.JS.021.001,-1,917
195998,2019-01-09 11:05:41,2019-01-09 11:10:22,20190109,,-100,11,217000000027,611000000815,2,,,,,30.9,0.3,11.2,0.001005,10,SW.JS.021.001,-1,917
196063,2019-01-09 11:10:41,2019-01-09 11:15:28,20190109,,-100,11,217000000027,611000000430,1,0.0,0.0,0.0,0.0,36.0,0.7,26.0,0.002098,10,SW.JS.021.001,-1,918
196173,2019-01-09 11:10:41,2019-01-09 11:15:28,20190109,,-100,11,217000000027,611000000725,1,0.0,0.0,0.0,0.0,29.3,0.8,25.7,0.0020329999999999,10,SW.JS.021.001,-1,918
196217,2019-01-09 11:10:41,2019-01-09 11:15:28,20190109,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.6,0.5,20.7,0.001655,10,SW.JS.021.001,-1,918
196239,2019-01-09 11:10:41,2019-01-09 11:15:28,20190109,,-100,11,217000000027,611000000845,1,0.0,0.0,0.0,0.0,28.9,1.0,29.0,0.002313,10,SW.JS.021.001,-1,918
196265,2019-01-09 11:15:41,2019-01-09 11:20:33,20190109,,-100,11,217000000027,611000000375,1,0.0,0.0,0.0,0.0,21.5,1.1,24.9,0.002096,10,SW.JS.021.001,-1,919
196279,2019-01-09 11:15:41,2019-01-09 11:20:33,20190109,,-100,11,217000000027,611000000421,1,0.0,0.0,0.0,0.0,17.7,1.3,23.4,0.001957,10,SW.JS.021.001,-1,919
196461,2019-01-09 11:15:41,2019-01-09 11:20:33,20190109,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.2,0.1,4.1,0.000335,10,SW.JS.021.001,-1,919
196462,2019-01-09 11:15:41,2019-01-09 11:20:33,20190109,,-100,11,217000000027,611000000439,2,,,,,31.2,0.1,4.3,0.0003509999999999,10,SW.JS.021.001,-1,919
196345,2019-01-09 11:15:41,2019-01-09 11:20:33,20190109,,-100,11,217000000027,611000000593,1,0.0,0.0,0.0,0.0,21.3,0.7,16.5,0.001397,10,SW.JS.021.001,-1,919
196437,2019-01-09 11:15:41,2019-01-09 11:20:33,20190109,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.0,0.1,5.7,0.000474,10,SW.JS.021.001,-1,919
196438,2019-01-09 11:15:41,2019-01-09 11:20:33,20190109,,-100,11,217000000027,611000000815,2,,,,,30.6,0.1,6.0,0.0004969999999999,10,SW.JS.021.001,-1,919
196483,2019-01-09 11:20:41,2019-01-09 11:25:40,20190109,,-100,11,217000000027,611000000373,1,0.0,0.0,0.0,0.0,20.4,0.4,9.7,0.000814,10,SW.JS.021.001,-1,920
196551,2019-01-09 11:20:41,2019-01-09 11:25:40,20190109,,-100,11,217000000027,611000000568,1,0.0,0.0,0.0,0.0,35.0,0.2,10.2,0.000859,10,SW.JS.021.001,-1,920
196679,2019-01-09 11:20:41,2019-01-09 11:25:40,20190109,,-100,11,217000000027,611000000845,1,0.0,0.0,0.0,0.0,35.0,0.2,10.3,0.0008609999999999,10,SW.JS.021.001,-1,920
196697,2019-01-09 11:25:41,2019-01-09 11:30:47,20190109,,-100,11,217000000027,611000000355,1,0.0,0.0,0.0,0.0,20.4,0.7,15.0,0.0012519999999999,10,SW.JS.021.001,-1,921
196855,2019-01-09 11:25:41,2019-01-09 11:30:47,20190109,,-100,11,217000000027,611000000769,1,0.0,0.0,0.0,0.0,22.6,0.6,15.6,0.001322,10,SW.JS.021.001,-1,921
196899,2019-01-09 11:25:41,2019-01-09 11:30:47,20190109,,-100,11,217000000027,611000000845,1,0.0,0.0,0.0,0.0,25.3,0.2,7.1,0.000601,10,SW.JS.021.001,-1,921
196991,2019-01-09 11:30:41,2019-01-09 11:35:53,20190109,,-100,11,217000000027,611000000568,1,0.0,0.0,0.0,0.0,22.3,0.6,15.3,0.001308,10,SW.JS.021.001,-1,922
197043,2019-01-09 11:30:41,2019-01-09 11:35:53,20190109,,-100,11,217000000027,611000000654,1,0.0,0.0,0.0,0.0,23.0,0.8,18.4,0.001545,10,SW.JS.021.001,-1,922
197163,2019-01-09 11:35:41,2019-01-09 11:41:00,20190109,,-100,11,217000000027,611000000430,1,0.0,0.0,0.0,0.0,30.6,0.3,10.0,0.00082,10,SW.JS.021.001,-1,923
197164,2019-01-09 11:35:41,2019-01-09 11:41:00,20190109,,-100,11,217000000027,611000000430,2,,,,,31.4,0.3,10.3,0.00085,10,SW.JS.021.001,-1,923
197341,2019-01-09 11:35:41,2019-01-09 11:41:00,20190109,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.7,0.6,23.4,0.0018789999999999,10,SW.JS.021.001,-1,923
197227,2019-01-09 11:35:41,2019-01-09 11:41:00,20190109,,-100,11,217000000027,611000000594,1,0.0,0.0,0.0,0.0,36.1,0.6,24.8,0.002038,10,SW.JS.021.001,-1,923
197351,2019-01-09 11:40:41,2019-01-09 11:46:06,20190109,,-100,11,217000000027,611000000345,1,0.0,0.0,0.0,0.0,28.2,1.0,28.8,0.00241,10,SW.JS.021.001,-1,924
197561,2019-01-09 11:40:41,2019-01-09 11:46:06,20190109,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,29.8,0.7,22.9,0.0019,10,SW.JS.021.001,-1,924
197537,2019-01-09 11:40:41,2019-01-09 11:46:06,20190109,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,29.8,0.7,22.6,0.001884,10,SW.JS.021.001,-1,924
197589,2019-01-09 11:45:41,2019-01-09 11:51:13,20190109,,-100,11,217000000027,611000000393,1,0.0,0.0,0.0,0.0,35.2,0.6,21.9,0.001817,10,SW.JS.021.001,-1,925
197597,2019-01-09 11:45:41,2019-01-09 11:51:13,20190109,,-100,11,217000000027,611000000420,1,0.0,0.0,0.0,0.0,35.3,0.6,22.1,0.001835,10,SW.JS.021.001,-1,925
197603,2019-01-09 11:45:41,2019-01-09 11:51:13,20190109,,-100,11,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.3,0.4,17.1,0.001411,10,SW.JS.021.001,-1,925
197781,2019-01-09 11:45:41,2019-01-09 11:51:13,20190109,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.4,0.1,5.4,0.000459,10,SW.JS.021.001,-1,925
197782,2019-01-09 11:45:41,2019-01-09 11:51:13,20190109,,-100,11,217000000027,611000000439,2,,,,,31.0,0.1,5.8,0.000486,10,SW.JS.021.001,-1,925
197757,2019-01-09 11:45:41,2019-01-09 11:51:13,20190109,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.3,0.1,6.4,0.000533,10,SW.JS.021.001,-1,925
197758,2019-01-09 11:45:41,2019-01-09 11:51:13,20190109,,-100,11,217000000027,611000000815,2,,,,,30.9,0.2,6.9,0.000569,10,SW.JS.021.001,-1,925
197823,2019-01-09 11:50:41,2019-01-09 11:56:19,20190109,,-100,11,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.4,0.0,1.2,0.000105,10,SW.JS.021.001,-1,926
197824,2019-01-09 11:50:41,2019-01-09 11:56:19,20190109,,-100,11,217000000027,611000000430,2,,,,,31.0,0.0,1.2,0.000102,10,SW.JS.021.001,-1,926
197871,2019-01-09 11:50:41,2019-01-09 11:56:19,20190109,,-100,11,217000000027,611000000568,1,0.0,0.0,0.0,0.0,35.6,0.5,20.0,0.001641,10,SW.JS.021.001,-1,926
197933,2019-01-09 11:50:41,2019-01-09 11:56:19,20190109,,-100,11,217000000027,611000000725,1,0.0,0.0,0.0,0.0,25.6,0.7,19.9,0.00168,10,SW.JS.021.001,-1,926
198043,2019-01-09 11:55:43,2019-01-09 12:01:26,20190109,,-100,11,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.6,0.4,17.7,0.0014759999999999,10,SW.JS.021.001,-1,927
198044,2019-01-09 11:55:43,2019-01-09 12:01:26,20190109,,-100,11,217000000027,611000000430,2,,,,,30.9,0.5,18.4,0.001536,10,SW.JS.021.001,-1,927
198221,2019-01-09 11:55:43,2019-01-09 12:01:26,20190109,,-100,11,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.4,0.2,9.2,0.000729,10,SW.JS.021.001,-1,927
198222,2019-01-09 11:55:43,2019-01-09 12:01:26,20190109,,-100,11,217000000027,611000000439,2,,,,,30.6,0.3,9.7,0.00077,10,SW.JS.021.001,-1,927
198197,2019-01-09 11:55:43,2019-01-09 12:01:26,20190109,,-100,11,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.5,0.3,11.4,0.00093,10,SW.JS.021.001,-1,927
198198,2019-01-09 11:55:43,2019-01-09 12:01:26,20190109,,-100,11,217000000027,611000000815,2,,,,,30.9,0.3,12.2,0.001,10,SW.JS.021.001,-1,927
198263,2019-01-09 12:00:43,2019-01-09 12:06:33,20190109,,-100,12,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.6,0.0,1.1,9.5e-05,10,SW.JS.021.001,-1,928
198264,2019-01-09 12:00:43,2019-01-09 12:06:33,20190109,,-100,12,217000000027,611000000430,2,,,,,30.7,0.0,1.0,9.2e-05,10,SW.JS.021.001,-1,928
198661,2019-01-09 12:05:43,2019-01-09 12:11:40,20190109,,-100,12,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.0,0.4,16.2,0.001363,10,SW.JS.021.001,-1,929
198662,2019-01-09 12:05:43,2019-01-09 12:11:40,20190109,,-100,12,217000000027,611000000439,2,,,,,31.7,0.5,17.4,0.0014609999999999,10,SW.JS.021.001,-1,929
198497,2019-01-09 12:05:43,2019-01-09 12:11:40,20190109,,-100,12,217000000027,611000000465,1,0.0,0.0,0.0,0.0,24.8,0.9,23.4,0.001927,10,SW.JS.021.001,-1,929
198631,2019-01-09 12:05:43,2019-01-09 12:11:40,20190109,,-100,12,217000000027,611000000807,1,0.0,0.0,0.0,0.0,35.2,0.6,22.5,0.001877,10,SW.JS.021.001,-1,929
198663,2019-01-09 12:05:43,2019-01-09 12:11:40,20190109,,-100,12,217000000027,611000000814,1,0.0,0.0,0.0,0.0,35.0,0.6,21.9,0.001841,10,SW.JS.021.001,-1,929
198717,2019-01-09 12:10:43,2019-01-09 12:16:47,20190109,,-100,12,217000000027,611000000465,1,0.0,0.0,0.0,0.0,18.4,0.8,15.2,0.001277,10,SW.JS.021.001,-1,930
199322,2019-01-09 12:20:43,2019-01-09 12:27:03,20190109,,-100,12,217000000027,611000000439,2,,,,,25.4,0.0,0.0,3e-06,10,SW.JS.021.001,-1,932
199561,2019-01-09 12:30:43,2019-01-09 12:37:17,20190109,,-100,12,217000000027,611000000363,1,0.0,0.0,0.0,0.0,21.1,0.5,10.6,0.000888,10,SW.JS.021.001,-1,934
199634,2019-01-09 12:30:43,2019-01-09 12:37:17,20190109,,-100,12,217000000027,611000000575,2,,,,,18.5,0.4,8.7,0.000806,10,SW.JS.021.001,-1,934
199663,2019-01-09 12:30:43,2019-01-09 12:37:17,20190109,,-100,12,217000000027,611000000724,1,0.0,0.0,0.0,0.0,23.8,0.6,15.5,0.00132,10,SW.JS.021.001,-1,934
199781,2019-01-09 12:35:43,2019-01-09 12:42:25,20190109,,-100,12,217000000027,611000000363,1,0.0,0.0,0.0,0.0,35.6,0.4,14.6,0.001216,10,SW.JS.021.001,-1,935
199783,2019-01-09 12:35:43,2019-01-09 12:42:25,20190109,,-100,12,217000000027,611000000373,1,0.0,0.0,0.0,0.0,35.4,0.4,14.3,0.001198,10,SW.JS.021.001,-1,935
199805,2019-01-09 12:35:43,2019-01-09 12:42:25,20190109,,-100,12,217000000027,611000000431,1,0.0,0.0,0.0,0.0,23.7,0.7,17.0,0.001428,10,SW.JS.021.001,-1,935
200023,2019-01-09 12:40:43,2019-01-09 12:47:32,20190109,,-100,12,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.7,0.0,1.6,0.000135,10,SW.JS.021.001,-1,936
200201,2019-01-09 12:40:43,2019-01-09 12:47:32,20190109,,-100,12,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.5,0.0,0.5,4.6e-05,10,SW.JS.021.001,-1,936
200085,2019-01-09 12:40:43,2019-01-09 12:47:32,20190109,,-100,12,217000000027,611000000593,1,0.0,0.0,0.0,0.0,24.5,0.9,23.1,0.001913,10,SW.JS.021.001,-1,936
200133,2019-01-09 12:40:43,2019-01-09 12:47:32,20190109,,-100,12,217000000027,611000000725,1,0.0,0.0,0.0,0.0,24.4,0.9,23.0,0.001843,10,SW.JS.021.001,-1,936
200141,2019-01-09 12:40:43,2019-01-09 12:47:32,20190109,,-100,12,217000000027,611000000730,1,0.0,0.0,0.0,0.0,35.7,0.7,25.0,0.002002,10,SW.JS.021.001,-1,936
200177,2019-01-09 12:40:43,2019-01-09 12:47:32,20190109,,-100,12,217000000027,611000000815,1,0.0,0.0,0.0,0.0,26.6,0.0,1.6,0.000137,10,SW.JS.021.001,-1,936
200291,2019-01-09 12:45:43,2019-01-09 12:52:39,20190109,,-100,12,217000000027,611000000568,1,0.0,0.0,0.0,0.0,21.5,1.1,23.7,0.001989,10,SW.JS.021.001,-1,937
200431,2019-01-09 12:50:43,2019-01-09 12:57:46,20190109,,-100,12,217000000027,611000000345,1,0.0,0.0,0.0,0.0,26.2,0.9,23.7,0.001992,10,SW.JS.021.001,-1,938
200443,2019-01-09 12:50:43,2019-01-09 12:57:46,20190109,,-100,12,217000000027,611000000373,1,0.0,0.0,0.0,0.0,27.4,0.3,8.7,0.000733,10,SW.JS.021.001,-1,938
200745,2019-01-09 12:55:43,2019-01-09 13:02:53,20190109,,-100,12,217000000027,611000000593,1,0.0,0.0,0.0,0.0,35.7,0.2,10.4,0.000798,10,SW.JS.021.001,-1,939
200883,2019-01-09 13:00:43,2019-01-09 13:08:02,20190109,,-100,13,217000000027,611000000373,1,0.0,0.0,0.0,0.0,26.4,0.8,22.8,0.0019089999999999,10,SW.JS.021.001,-1,940
201761,2019-01-09 13:20:43,2019-01-09 13:28:31,20190109,,-100,13,217000000027,611000000363,1,0.0,0.0,0.0,0.0,23.4,0.8,20.4,0.001718,10,SW.JS.021.001,-1,944
202161,2019-01-09 13:25:43,2019-01-09 13:33:40,20190109,,-100,13,217000000027,611000000818,1,0.0,0.0,0.0,0.0,23.9,0.6,15.5,0.001276,10,SW.JS.021.001,-1,945
202191,2019-01-09 13:30:43,2019-01-09 13:38:47,20190109,,-100,13,217000000027,611000000345,1,0.0,0.0,0.0,0.0,35.7,0.5,18.2,0.001519,10,SW.JS.021.001,-1,946
202223,2019-01-09 13:30:43,2019-01-09 13:38:47,20190109,,-100,13,217000000027,611000000430,1,0.0,0.0,0.0,0.0,30.6,0.2,7.4,0.00062,10,SW.JS.021.001,-1,946
202224,2019-01-09 13:30:43,2019-01-09 13:38:47,20190109,,-100,13,217000000027,611000000430,2,,,,,31.5,0.2,7.6,0.00064,10,SW.JS.021.001,-1,946
202291,2019-01-09 13:30:43,2019-01-09 13:38:47,20190109,,-100,13,217000000027,611000000601,1,0.0,0.0,0.0,0.0,27.1,0.7,21.0,0.001685,10,SW.JS.021.001,-1,946
202611,2019-01-09 13:35:43,2019-01-09 13:43:56,20190109,,-100,13,217000000027,611000000838,1,0.0,0.0,0.0,0.0,36.1,0.7,25.8,0.002357,10,SW.JS.021.001,-1,947
202841,2019-01-09 13:40:43,2019-01-09 13:49:02,20190109,,-100,13,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.7,0.6,21.7,0.001694,10,SW.JS.021.001,-1,948
202842,2019-01-09 13:40:43,2019-01-09 13:49:02,20190109,,-100,13,217000000027,611000000439,2,,,,,30.2,0.7,22.9,0.0017809999999999,10,SW.JS.021.001,-1,948
202703,2019-01-09 13:40:43,2019-01-09 13:49:02,20190109,,-100,13,217000000027,611000000556,1,0.0,0.0,0.0,0.0,26.7,1.0,27.5,0.002196,10,SW.JS.021.001,-1,948
202817,2019-01-09 13:40:43,2019-01-09 13:49:02,20190109,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.7,0.6,23.6,0.001832,10,SW.JS.021.001,-1,948
202818,2019-01-09 13:40:43,2019-01-09 13:49:02,20190109,,-100,13,217000000027,611000000815,2,,,,,30.2,0.8,25.0,0.001942,10,SW.JS.021.001,-1,948
203061,2019-01-09 13:45:43,2019-01-09 13:54:10,20190109,,-100,13,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.0,0.0,0.4,3.6e-05,10,SW.JS.021.001,-1,949
203062,2019-01-09 13:45:43,2019-01-09 13:54:10,20190109,,-100,13,217000000027,611000000439,2,,,,,31.4,0.0,0.4,3.6e-05,10,SW.JS.021.001,-1,949
203037,2019-01-09 13:45:43,2019-01-09 13:54:10,20190109,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.1,0.0,0.7,6.7e-05,10,SW.JS.021.001,-1,949
203038,2019-01-09 13:45:43,2019-01-09 13:54:10,20190109,,-100,13,217000000027,611000000815,2,,,,,30.2,0.0,0.8,6.8e-05,10,SW.JS.021.001,-1,949
203501,2019-01-09 13:55:43,2019-01-09 14:04:32,20190109,,-100,13,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.6,0.0,0.3,3.3e-05,10,SW.JS.021.001,-1,951
203363,2019-01-09 13:55:43,2019-01-09 14:04:32,20190109,,-100,13,217000000027,611000000556,1,0.0,0.0,0.0,0.0,35.1,0.1,5.9,0.000499,10,SW.JS.021.001,-1,951
203385,2019-01-09 13:55:43,2019-01-09 14:04:32,20190109,,-100,13,217000000027,611000000593,1,0.0,0.0,0.0,0.0,35.5,0.2,9.6,0.000817,10,SW.JS.021.001,-1,951
203441,2019-01-09 13:55:43,2019-01-09 14:04:32,20190109,,-100,13,217000000027,611000000730,1,0.0,0.0,0.0,0.0,25.3,0.7,19.4,0.0016649999999999,10,SW.JS.021.001,-1,951
203477,2019-01-09 13:55:43,2019-01-09 14:04:32,20190109,,-100,13,217000000027,611000000815,1,0.0,0.0,0.0,0.0,35.5,0.0,0.4,4e-05,10,SW.JS.021.001,-1,951
203543,2019-01-09 14:00:43,2019-01-09 14:04:39,20190109,,-100,14,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.9,0.0,1.8,0.000148,10,SW.JS.021.001,-1,952
203544,2019-01-09 14:00:43,2019-01-09 14:04:39,20190109,,-100,14,217000000027,611000000430,2,,,,,31.4,0.0,1.6,0.000138,10,SW.JS.021.001,-1,952
203721,2019-01-09 14:00:43,2019-01-09 14:04:39,20190109,,-100,14,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.5,0.4,15.9,0.001251,10,SW.JS.021.001,-1,952
203697,2019-01-09 14:00:43,2019-01-09 14:04:39,20190109,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,30.2,0.3,11.0,0.0008699999999999,10,SW.JS.021.001,-1,952
203698,2019-01-09 14:00:43,2019-01-09 14:04:39,20190109,,-100,14,217000000027,611000000815,2,,,,,31.4,0.3,11.9,0.0009429999999999,10,SW.JS.021.001,-1,952
203763,2019-01-09 14:05:43,2019-01-09 14:09:47,20190109,,-100,14,217000000027,611000000430,1,0.0,0.0,0.0,0.0,35.4,0.4,15.1,0.001271,10,SW.JS.021.001,-1,953
203764,2019-01-09 14:05:43,2019-01-09 14:09:47,20190109,,-100,14,217000000027,611000000430,2,,,,,31.0,0.5,15.8,0.001325,10,SW.JS.021.001,-1,953
203941,2019-01-09 14:05:43,2019-01-09 14:09:47,20190109,,-100,14,217000000027,611000000439,1,0.0,0.0,0.0,0.0,35.5,0.2,9.1,0.000781,10,SW.JS.021.001,-1,953
203942,2019-01-09 14:05:43,2019-01-09 14:09:47,20190109,,-100,14,217000000027,611000000439,2,,,,,32.8,0.2,9.5,0.000817,10,SW.JS.021.001,-1,953
203873,2019-01-09 14:05:43,2019-01-09 14:09:47,20190109,,-100,14,217000000027,611000000725,1,0.0,0.0,0.0,0.0,28.1,0.6,19.5,0.00168,10,SW.JS.021.001,-1,953
203917,2019-01-09 14:05:43,2019-01-09 14:09:47,20190109,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,27.3,0.3,9.1,0.000761,10,SW.JS.021.001,-1,953
203918,2019-01-09 14:05:43,2019-01-09 14:09:47,20190109,,-100,14,217000000027,611000000815,2,,,,,30.7,0.3,9.8,0.000821,10,SW.JS.021.001,-1,953
204021,2019-01-09 14:10:43,2019-01-09 14:14:56,20190109,,-100,14,217000000027,611000000555,1,0.0,0.0,0.0,0.0,25.4,0.8,20.7,0.001726,10,SW.JS.021.001,-1,954
204115,2019-01-09 14:10:43,2019-01-09 14:14:56,20190109,,-100,14,217000000027,611000000769,1,0.0,0.0,0.0,0.0,21.1,0.9,21.0,0.0017739999999999,10,SW.JS.021.001,-1,954
204127,2019-01-09 14:10:43,2019-01-09 14:14:56,20190109,,-100,14,217000000027,611000000803,1,0.0,0.0,0.0,0.0,25.2,0.8,20.7,0.001741,10,SW.JS.021.001,-1,954
204163,2019-01-09 14:10:43,2019-01-09 14:14:56,20190109,,-100,14,217000000027,611000000814,1,0.0,0.0,0.0,0.0,35.4,0.5,20.1,0.001642,10,SW.JS.021.001,-1,954
204381,2019-01-09 14:15:43,2019-01-09 14:20:04,20190109,,-100,14,217000000027,611000000439,1,0.0,0.0,0.0,0.0,34.8,0.0,1.5,0.000131,10,SW.JS.021.001,-1,955
204382,2019-01-09 14:15:43,2019-01-09 14:20:04,20190109,,-100,14,217000000027,611000000439,2,,,,,30.9,0.0,1.6,0.000138,10,SW.JS.021.001,-1,955
204357,2019-01-09 14:15:43,2019-01-09 14:20:04,20190109,,-100,14,217000000027,611000000815,1,0.0,0.0,0.0,0.0,34.8,0.0,3.0,0.000261,10,SW.JS.021.001,-1,955
204358,2019-01-09 14:15:43,2019-01-09 14:20:04,20190109,,-100,14,217000000027,611000000815,2,,,,,29.3,0.1,3.1,0.000271,10,SW.JS.021.001,-1,955
204545,2019-01-09 14:20:43,2019-01-09 14:25:13,20190109,,-100,14,217000000027,611000000734,1,0.0,0.0,0.0,0.0,26.3,0.1,3.4,0.000285,10,SW.JS.021.001,-1,956
204621,2019-01-09 14:25:43,2019-01-09 14:30:21,20190109,,-100,14,217000000027,611000000363,1,0.0,0.0,0.0,0.0,19.1,0.5,10.5,0.00088,10,SW.JS.021.001,-1,957
204651,2019-01-09 14:25:43,2019-01-09 14:30:21,20190109,,-100,14,217000000027,611000000450,1,0.0,0.0,0.0,0.0,21.0,0.6,13.5,0.0010949999999999,10,SW.JS.021.001,-1,957
204849,2019-01-09 14:30:43,2019-01-09 14:35:29,20190109,,-100,14,217000000027,611000000393,1,0.0,0.0,0.0,0.0,23.6,0.6,14.9,0.001234,10,SW.JS.021.001,-1,958
205289,2019-01-09 14:40:43,2019-01-09 14:45:45,20190109,,-100,14,217000000027,611000000393,1,0.0,0.0,0.0,0.0,29.0,0.3,10.2,8e-06,10,SW.JS.021.001,-1,960
205290,2019-01-09 14:40:43,2019-01-09 14:45:45,20190109,,-100,14,217000000027,611000000393,2,,,,,30.2,0.3,10.6,8e-06,10,SW.JS.021.001,-1,960
205607,2019-01-09 14:45:43,2019-01-09 14:50:52,20190109,,-100,14,217000000027,611000000632,1,0.0,0.0,0.0,0.0,22.6,0.1,2.9,0.0002299999999999,10,SW.JS.021.001,-1,961
